year;areakm;municipality;geocode_ibge;state
2017;0.18;Pracuúba;1600550;Amapá
2018;0.19;Pracuúba;1600550;Amapá
2019;1.28;Pracuúba;1600550;Amapá
2020;0.64;Pracuúba;1600550;Amapá
2021;0.22;Pracuúba;1600550;Amapá
2022;0.0;Pracuúba;1600550;Amapá
2023;0.41;Pracuúba;1600550;Amapá
2024;0.09;Pracuúba;1600550;Amapá
2007;64.51;Santana;1600600;Amapá
2008;4.97;Santana;1600600;Amapá
2009;0.19;Santana;1600600;Amapá
2010;0.31;Santana;1600600;Amapá
2011;0.1;Santana;1600600;Amapá
2012;0.19;Santana;1600600;Amapá
2013;0.16;Santana;1600600;Amapá
2014;0.48;Santana;1600600;Amapá
2015;0.0;Santana;1600600;Amapá
2016;0.25;Santana;1600600;Amapá
2017;0.22;Santana;1600600;Amapá
2018;0.54;Santana;1600600;Amapá
2019;0.08;Santana;1600600;Amapá
2020;0.35;Santana;1600600;Amapá
2021;0.13;Santana;1600600;Amapá
2022;0.01;Santana;1600600;Amapá
2023;0.08;Santana;1600600;Amapá
2024;0.22;Santana;1600600;Amapá
2007;62.31;Serra do Navio;1600055;Amapá
2008;0.32;Serra do Navio;1600055;Amapá
2009;0.5;Serra do Navio;1600055;Amapá
2010;0.15;Serra do Navio;1600055;Amapá
2011;0.08;Serra do Navio;1600055;Amapá
2012;0.0;Serra do Navio;1600055;Amapá
2013;0.27;Serra do Navio;1600055;Amapá
2014;0.43;Serra do Navio;1600055;Amapá
2015;0.08;Serra do Navio;1600055;Amapá
2016;0.09;Serra do Navio;1600055;Amapá
2017;0.07;Serra do Navio;1600055;Amapá
2018;0.18;Serra do Navio;1600055;Amapá
2019;0.5;Serra do Navio;1600055;Amapá
2020;0.08;Serra do Navio;1600055;Amapá
2021;0.35;Serra do Navio;1600055;Amapá
2022;0.17;Serra do Navio;1600055;Amapá
2023;0.19;Serra do Navio;1600055;Amapá
2024;0.15;Serra do Navio;1600055;Amapá
2007;275.47;Tartarugalzinho;1600709;Amapá
2008;13.72;Tartarugalzinho;1600709;Amapá
2009;6.06;Tartarugalzinho;1600709;Amapá
2010;11.85;Tartarugalzinho;1600709;Amapá
2011;2.12;Tartarugalzinho;1600709;Amapá
2012;0.68;Tartarugalzinho;1600709;Amapá
2013;4.04;Tartarugalzinho;1600709;Amapá
2014;2.26;Tartarugalzinho;1600709;Amapá
2015;2.89;Tartarugalzinho;1600709;Amapá
2016;1.1;Tartarugalzinho;1600709;Amapá
2017;2.41;Tartarugalzinho;1600709;Amapá
2018;1.69;Tartarugalzinho;1600709;Amapá
2019;5.89;Tartarugalzinho;1600709;Amapá
2020;1.38;Tartarugalzinho;1600709;Amapá
2021;0.88;Tartarugalzinho;1600709;Amapá
2022;0.16;Tartarugalzinho;1600709;Amapá
2023;1.84;Tartarugalzinho;1600709;Amapá
2024;0.49;Tartarugalzinho;1600709;Amapá
2007;200.42;Vitória do Jari;1600808;Amapá
2008;1.33;Vitória do Jari;1600808;Amapá
2009;1.83;Vitória do Jari;1600808;Amapá
2010;6.42;Vitória do Jari;1600808;Amapá
2011;1.1;Vitória do Jari;1600808;Amapá
2012;0.97;Vitória do Jari;1600808;Amapá
2013;0.69;Vitória do Jari;1600808;Amapá
2014;0.64;Vitória do Jari;1600808;Amapá
2015;0.39;Vitória do Jari;1600808;Amapá
2016;1.33;Vitória do Jari;1600808;Amapá
2017;1.1;Vitória do Jari;1600808;Amapá
2018;1.43;Vitória do Jari;1600808;Amapá
2019;0.5;Vitória do Jari;1600808;Amapá
2020;1.13;Vitória do Jari;1600808;Amapá
2021;2.72;Vitória do Jari;1600808;Amapá
2022;0.51;Vitória do Jari;1600808;Amapá
2023;0.3;Vitória do Jari;1600808;Amapá
2024;3.58;Vitória do Jari;1600808;Amapá
2007;306.09;Alvarães;1300029;Amazonas
2008;10.49;Alvarães;1300029;Amazonas
2009;2.02;Alvarães;1300029;Amazonas
2010;6.57;Alvarães;1300029;Amazonas
2011;2.34;Alvarães;1300029;Amazonas
2012;0.74;Alvarães;1300029;Amazonas
2013;0.79;Alvarães;1300029;Amazonas
2014;6.32;Alvarães;1300029;Amazonas
2015;0.61;Alvarães;1300029;Amazonas
2016;3.95;Alvarães;1300029;Amazonas
2017;4.18;Alvarães;1300029;Amazonas
2018;5.41;Alvarães;1300029;Amazonas
2019;2.8;Alvarães;1300029;Amazonas
2020;5.36;Alvarães;1300029;Amazonas
2021;7.42;Alvarães;1300029;Amazonas
2022;1.42;Alvarães;1300029;Amazonas
2023;6.02;Alvarães;1300029;Amazonas
2024;7.99;Alvarães;1300029;Amazonas
2007;108.66;Amaturá;1300060;Amazonas
2008;0.11;Amaturá;1300060;Amazonas
2009;0.92;Amaturá;1300060;Amazonas
2010;0.95;Amaturá;1300060;Amazonas
2011;1.51;Amaturá;1300060;Amazonas
2012;0.19;Amaturá;1300060;Amazonas
2013;0.0;Amaturá;1300060;Amazonas
2014;0.0;Amaturá;1300060;Amazonas
2015;0.58;Amaturá;1300060;Amazonas
2016;0.23;Amaturá;1300060;Amazonas
2017;0.58;Amaturá;1300060;Amazonas
2018;0.39;Amaturá;1300060;Amazonas
2019;0.0;Amaturá;1300060;Amazonas
2020;0.16;Amaturá;1300060;Amazonas
2021;0.53;Amaturá;1300060;Amazonas
2022;0.07;Amaturá;1300060;Amazonas
2023;1.16;Amaturá;1300060;Amazonas
2024;6.99;Amaturá;1300060;Amazonas
2007;193.66;Anamã;1300086;Amazonas
2008;0.07;Anamã;1300086;Amazonas
2009;1.2;Anamã;1300086;Amazonas
2010;2.54;Anamã;1300086;Amazonas
2011;0.87;Anamã;1300086;Amazonas
2012;0.65;Anamã;1300086;Amazonas
2013;0.72;Anamã;1300086;Amazonas
2014;0.55;Anamã;1300086;Amazonas
2015;1.01;Anamã;1300086;Amazonas
2016;0.0;Anamã;1300086;Amazonas
2017;0.97;Anamã;1300086;Amazonas
2018;0.25;Anamã;1300086;Amazonas
2019;0.32;Anamã;1300086;Amazonas
2020;0.66;Anamã;1300086;Amazonas
2021;1.72;Anamã;1300086;Amazonas
2022;0.29;Anamã;1300086;Amazonas
2023;1.01;Anamã;1300086;Amazonas
2024;0.2;Anamã;1300086;Amazonas
2007;77.78;Anori;1300102;Amazonas
2008;0.97;Anori;1300102;Amazonas
2009;0.55;Anori;1300102;Amazonas
2010;0.55;Anori;1300102;Amazonas
2011;0.58;Anori;1300102;Amazonas
2012;0.64;Anori;1300102;Amazonas
2013;0.76;Anori;1300102;Amazonas
2014;0.58;Anori;1300102;Amazonas
2015;0.54;Anori;1300102;Amazonas
2016;0.35;Anori;1300102;Amazonas
2017;0.24;Anori;1300102;Amazonas
2018;0.1;Anori;1300102;Amazonas
2019;0.0;Anori;1300102;Amazonas
2020;0.32;Anori;1300102;Amazonas
2021;0.45;Anori;1300102;Amazonas
2022;0.22;Anori;1300102;Amazonas
2023;0.27;Anori;1300102;Amazonas
2024;0.18;Anori;1300102;Amazonas
2007;1560.91;Apuí;1300144;Amazonas
2008;70.15;Apuí;1300144;Amazonas
2009;63.99;Apuí;1300144;Amazonas
2010;46.26;Apuí;1300144;Amazonas
2011;48.52;Apuí;1300144;Amazonas
2012;73.88;Apuí;1300144;Amazonas
2013;86.11;Apuí;1300144;Amazonas
2014;80.04;Apuí;1300144;Amazonas
2015;107.01;Apuí;1300144;Amazonas
2016;161.35;Apuí;1300144;Amazonas
2017;169.54;Apuí;1300144;Amazonas
2018;158.19;Apuí;1300144;Amazonas
2019;287.69;Apuí;1300144;Amazonas
2020;259.63;Apuí;1300144;Amazonas
2021;329.88;Apuí;1300144;Amazonas
2022;731.72;Apuí;1300144;Amazonas
2023;234.57;Apuí;1300144;Amazonas
2024;115.77;Apuí;1300144;Amazonas
2007;227.88;Atalaia do Norte;1300201;Amazonas
2008;1.15;Atalaia do Norte;1300201;Amazonas
2009;1.45;Atalaia do Norte;1300201;Amazonas
2010;2.39;Atalaia do Norte;1300201;Amazonas
2011;1.66;Atalaia do Norte;1300201;Amazonas
2012;1.54;Atalaia do Norte;1300201;Amazonas
2013;0.89;Atalaia do Norte;1300201;Amazonas
2014;0.39;Atalaia do Norte;1300201;Amazonas
2015;0.09;Atalaia do Norte;1300201;Amazonas
2016;1.03;Atalaia do Norte;1300201;Amazonas
2017;1.24;Atalaia do Norte;1300201;Amazonas
2018;0.67;Atalaia do Norte;1300201;Amazonas
2019;2.47;Atalaia do Norte;1300201;Amazonas
2020;1.0;Atalaia do Norte;1300201;Amazonas
2021;1.74;Atalaia do Norte;1300201;Amazonas
2022;2.06;Atalaia do Norte;1300201;Amazonas
2023;1.64;Atalaia do Norte;1300201;Amazonas
2024;1.29;Atalaia do Norte;1300201;Amazonas
2007;1170.48;Autazes;1300300;Amazonas
2008;40.55;Autazes;1300300;Amazonas
2009;9.98;Autazes;1300300;Amazonas
2010;5.81;Autazes;1300300;Amazonas
2011;23.87;Autazes;1300300;Amazonas
2012;14.4;Autazes;1300300;Amazonas
2013;9.27;Autazes;1300300;Amazonas
2014;14.77;Autazes;1300300;Amazonas
2015;23.2;Autazes;1300300;Amazonas
2016;6.27;Autazes;1300300;Amazonas
2017;19.04;Autazes;1300300;Amazonas
2018;13.42;Autazes;1300300;Amazonas
2019;34.78;Autazes;1300300;Amazonas
2020;22.82;Autazes;1300300;Amazonas
2021;47.31;Autazes;1300300;Amazonas
2022;44.67;Autazes;1300300;Amazonas
2023;20.77;Autazes;1300300;Amazonas
2024;15.72;Autazes;1300300;Amazonas
2007;195.27;Barcelos;1300409;Amazonas
2008;1.48;Barcelos;1300409;Amazonas
2009;0.54;Barcelos;1300409;Amazonas
2010;3.39;Barcelos;1300409;Amazonas
2011;1.54;Barcelos;1300409;Amazonas
2012;1.27;Barcelos;1300409;Amazonas
2013;0.98;Barcelos;1300409;Amazonas
2014;1.82;Barcelos;1300409;Amazonas
2015;0.33;Barcelos;1300409;Amazonas
2016;1.0;Barcelos;1300409;Amazonas
2017;1.11;Barcelos;1300409;Amazonas
2018;1.2;Barcelos;1300409;Amazonas
2019;11.05;Barcelos;1300409;Amazonas
2020;1.26;Barcelos;1300409;Amazonas
2021;1.39;Barcelos;1300409;Amazonas
2022;0.71;Barcelos;1300409;Amazonas
2023;1.68;Barcelos;1300409;Amazonas
2024;8.57;Barcelos;1300409;Amazonas
2007;762.36;Barreirinha;1300508;Amazonas
2008;7.89;Barreirinha;1300508;Amazonas
2009;2.67;Barreirinha;1300508;Amazonas
2010;13.58;Barreirinha;1300508;Amazonas
2011;4.95;Barreirinha;1300508;Amazonas
2012;2.77;Barreirinha;1300508;Amazonas
2013;3.1;Barreirinha;1300508;Amazonas
2014;6.37;Barreirinha;1300508;Amazonas
2015;5.78;Barreirinha;1300508;Amazonas
2016;1.73;Barreirinha;1300508;Amazonas
2017;3.31;Barreirinha;1300508;Amazonas
2018;1.62;Barreirinha;1300508;Amazonas
2019;3.77;Barreirinha;1300508;Amazonas
2020;1.45;Barreirinha;1300508;Amazonas
2021;3.23;Barreirinha;1300508;Amazonas
2022;4.91;Barreirinha;1300508;Amazonas
2023;0.59;Barreirinha;1300508;Amazonas
2024;10.54;Barreirinha;1300508;Amazonas
2007;165.11;Benjamin Constant;1300607;Amazonas
2008;0.56;Benjamin Constant;1300607;Amazonas
2009;0.62;Benjamin Constant;1300607;Amazonas
2010;0.46;Benjamin Constant;1300607;Amazonas
2011;0.89;Benjamin Constant;1300607;Amazonas
2012;0.25;Benjamin Constant;1300607;Amazonas
2013;1.42;Benjamin Constant;1300607;Amazonas
2014;0.3;Benjamin Constant;1300607;Amazonas
2015;0.92;Benjamin Constant;1300607;Amazonas
2016;0.23;Benjamin Constant;1300607;Amazonas
2017;0.44;Benjamin Constant;1300607;Amazonas
2018;0.17;Benjamin Constant;1300607;Amazonas
2019;0.42;Benjamin Constant;1300607;Amazonas
2020;0.1;Benjamin Constant;1300607;Amazonas
2021;1.73;Benjamin Constant;1300607;Amazonas
2022;0.84;Benjamin Constant;1300607;Amazonas
2023;0.59;Benjamin Constant;1300607;Amazonas
2024;0.57;Benjamin Constant;1300607;Amazonas
2007;217.13;Beruri;1300631;Amazonas
2008;2.42;Beruri;1300631;Amazonas
2009;1.99;Beruri;1300631;Amazonas
2010;4.22;Beruri;1300631;Amazonas
2011;2.09;Beruri;1300631;Amazonas
2012;0.93;Beruri;1300631;Amazonas
2013;2.4;Beruri;1300631;Amazonas
2014;2.5;Beruri;1300631;Amazonas
2015;2.42;Beruri;1300631;Amazonas
2016;2.15;Beruri;1300631;Amazonas
2017;1.58;Beruri;1300631;Amazonas
2018;2.03;Beruri;1300631;Amazonas
2019;2.36;Beruri;1300631;Amazonas
2020;3.29;Beruri;1300631;Amazonas
2021;6.68;Beruri;1300631;Amazonas
2022;7.34;Beruri;1300631;Amazonas
2023;6.03;Beruri;1300631;Amazonas
2024;5.51;Beruri;1300631;Amazonas
2007;201.81;Boa Vista do Ramos;1300680;Amazonas
2008;0.35;Boa Vista do Ramos;1300680;Amazonas
2009;0.14;Boa Vista do Ramos;1300680;Amazonas
2010;2.76;Boa Vista do Ramos;1300680;Amazonas
2011;1.39;Boa Vista do Ramos;1300680;Amazonas
2012;0.3;Boa Vista do Ramos;1300680;Amazonas
2013;0.69;Boa Vista do Ramos;1300680;Amazonas
2014;1.78;Boa Vista do Ramos;1300680;Amazonas
2015;0.54;Boa Vista do Ramos;1300680;Amazonas
2016;0.45;Boa Vista do Ramos;1300680;Amazonas
2017;0.9;Boa Vista do Ramos;1300680;Amazonas
2018;0.48;Boa Vista do Ramos;1300680;Amazonas
2019;1.13;Boa Vista do Ramos;1300680;Amazonas
2020;0.6;Boa Vista do Ramos;1300680;Amazonas
2021;0.6;Boa Vista do Ramos;1300680;Amazonas
2022;2.92;Boa Vista do Ramos;1300680;Amazonas
2023;0.62;Boa Vista do Ramos;1300680;Amazonas
2024;0.57;Boa Vista do Ramos;1300680;Amazonas
2007;1947.35;Boca do Acre;1300706;Amazonas
2008;38.23;Boca do Acre;1300706;Amazonas
2009;24.17;Boca do Acre;1300706;Amazonas
2010;51.42;Boca do Acre;1300706;Amazonas
2011;58.6;Boca do Acre;1300706;Amazonas
2012;53.51;Boca do Acre;1300706;Amazonas
2013;33.6;Boca do Acre;1300706;Amazonas
2014;72.57;Boca do Acre;1300706;Amazonas
2015;46.18;Boca do Acre;1300706;Amazonas
2016;88.42;Boca do Acre;1300706;Amazonas
2017;94.21;Boca do Acre;1300706;Amazonas
2018;107.25;Boca do Acre;1300706;Amazonas
2019;144.08;Boca do Acre;1300706;Amazonas
2020;142.06;Boca do Acre;1300706;Amazonas
2021;200.16;Boca do Acre;1300706;Amazonas
2022;180.28;Boca do Acre;1300706;Amazonas
2023;91.88;Boca do Acre;1300706;Amazonas
2024;97.26;Boca do Acre;1300706;Amazonas
2007;502.76;Borba;1300805;Amazonas
2008;8.55;Borba;1300805;Amazonas
2009;2.56;Borba;1300805;Amazonas
2010;9.12;Borba;1300805;Amazonas
2011;11.7;Borba;1300805;Amazonas
2012;1.96;Borba;1300805;Amazonas
2013;2.41;Borba;1300805;Amazonas
2014;2.41;Borba;1300805;Amazonas
2015;4.06;Borba;1300805;Amazonas
2016;1.56;Borba;1300805;Amazonas
2017;3.37;Borba;1300805;Amazonas
2018;3.96;Borba;1300805;Amazonas
2019;10.69;Borba;1300805;Amazonas
2020;12.27;Borba;1300805;Amazonas
2021;14.93;Borba;1300805;Amazonas
2022;38.2;Borba;1300805;Amazonas
2023;31.25;Borba;1300805;Amazonas
2024;38.69;Borba;1300805;Amazonas
2007;238.15;Caapiranga;1300839;Amazonas
2008;0.16;Caapiranga;1300839;Amazonas
2009;2.18;Caapiranga;1300839;Amazonas
2010;5.57;Caapiranga;1300839;Amazonas
2011;0.93;Caapiranga;1300839;Amazonas
2012;0.45;Caapiranga;1300839;Amazonas
2013;0.44;Caapiranga;1300839;Amazonas
2014;1.26;Caapiranga;1300839;Amazonas
2015;3.66;Caapiranga;1300839;Amazonas
2016;0.7;Caapiranga;1300839;Amazonas
2017;1.15;Caapiranga;1300839;Amazonas
2018;0.94;Caapiranga;1300839;Amazonas
2019;0.96;Caapiranga;1300839;Amazonas
2020;2.52;Caapiranga;1300839;Amazonas
2021;2.01;Caapiranga;1300839;Amazonas
2022;0.82;Caapiranga;1300839;Amazonas
2023;1.59;Caapiranga;1300839;Amazonas
2024;0.89;Caapiranga;1300839;Amazonas
2007;874.56;Canutama;1300904;Amazonas
2008;37.92;Canutama;1300904;Amazonas
2009;13.93;Canutama;1300904;Amazonas
2010;12.02;Canutama;1300904;Amazonas
2011;25.65;Canutama;1300904;Amazonas
2012;52.65;Canutama;1300904;Amazonas
2013;29.46;Canutama;1300904;Amazonas
2014;16.25;Canutama;1300904;Amazonas
2015;14.19;Canutama;1300904;Amazonas
2016;26.38;Canutama;1300904;Amazonas
2017;28.12;Canutama;1300904;Amazonas
2018;43.62;Canutama;1300904;Amazonas
2019;59.87;Canutama;1300904;Amazonas
2020;62.42;Canutama;1300904;Amazonas
2021;126.97;Canutama;1300904;Amazonas
2022;156.74;Canutama;1300904;Amazonas
2023;134.4;Canutama;1300904;Amazonas
2024;56.72;Canutama;1300904;Amazonas
2007;281.53;Carauari;1301001;Amazonas
2008;2.28;Carauari;1301001;Amazonas
2009;0.63;Carauari;1301001;Amazonas
2010;1.32;Carauari;1301001;Amazonas
2011;0.46;Carauari;1301001;Amazonas
2012;0.53;Carauari;1301001;Amazonas
2013;0.92;Carauari;1301001;Amazonas
2014;1.11;Carauari;1301001;Amazonas
2015;0.35;Carauari;1301001;Amazonas
2016;1.16;Carauari;1301001;Amazonas
2017;0.45;Carauari;1301001;Amazonas
2018;1.5;Carauari;1301001;Amazonas
2019;0.57;Carauari;1301001;Amazonas
2020;1.44;Carauari;1301001;Amazonas
2021;1.06;Carauari;1301001;Amazonas
2022;1.87;Carauari;1301001;Amazonas
2023;1.9;Carauari;1301001;Amazonas
2024;1.7;Carauari;1301001;Amazonas
2007;1097.81;Careiro;1301100;Amazonas
2008;6.25;Careiro;1301100;Amazonas
2009;5.51;Careiro;1301100;Amazonas
2010;10.53;Careiro;1301100;Amazonas
2011;4.8;Careiro;1301100;Amazonas
2012;1.29;Careiro;1301100;Amazonas
2013;3.97;Careiro;1301100;Amazonas
2014;0.53;Careiro;1301100;Amazonas
2015;5.12;Careiro;1301100;Amazonas
2016;1.48;Careiro;1301100;Amazonas
2017;1.59;Careiro;1301100;Amazonas
2018;0.87;Careiro;1301100;Amazonas
2019;2.47;Careiro;1301100;Amazonas
2020;4.39;Careiro;1301100;Amazonas
2021;6.9;Careiro;1301100;Amazonas
2022;6.27;Careiro;1301100;Amazonas
2023;8.16;Careiro;1301100;Amazonas
2024;9.83;Careiro;1301100;Amazonas
2007;482.22;Careiro da Várzea;1301159;Amazonas
2008;13.76;Careiro da Várzea;1301159;Amazonas
2009;5.65;Careiro da Várzea;1301159;Amazonas
2010;19.3;Careiro da Várzea;1301159;Amazonas
2011;12.2;Careiro da Várzea;1301159;Amazonas
2012;4.8;Careiro da Várzea;1301159;Amazonas
2013;2.81;Careiro da Várzea;1301159;Amazonas
2014;3.78;Careiro da Várzea;1301159;Amazonas
2015;9.51;Careiro da Várzea;1301159;Amazonas
2016;8.24;Careiro da Várzea;1301159;Amazonas
2017;5.54;Careiro da Várzea;1301159;Amazonas
2018;3.93;Careiro da Várzea;1301159;Amazonas
2019;11.78;Careiro da Várzea;1301159;Amazonas
2020;7.07;Careiro da Várzea;1301159;Amazonas
2021;17.19;Careiro da Várzea;1301159;Amazonas
2022;28.7;Careiro da Várzea;1301159;Amazonas
2023;5.0;Careiro da Várzea;1301159;Amazonas
2024;4.16;Careiro da Várzea;1301159;Amazonas
2007;749.14;Coari;1301209;Amazonas
2008;3.15;Coari;1301209;Amazonas
2009;0.63;Coari;1301209;Amazonas
2010;7.04;Coari;1301209;Amazonas
2011;3.81;Coari;1301209;Amazonas
2012;0.96;Coari;1301209;Amazonas
2013;4.05;Coari;1301209;Amazonas
2014;3.38;Coari;1301209;Amazonas
2015;0.72;Coari;1301209;Amazonas
2016;3.26;Coari;1301209;Amazonas
2017;2.11;Coari;1301209;Amazonas
2018;2.05;Coari;1301209;Amazonas
2019;3.46;Coari;1301209;Amazonas
2020;3.92;Coari;1301209;Amazonas
2021;5.06;Coari;1301209;Amazonas
2022;1.85;Coari;1301209;Amazonas
2023;6.53;Coari;1301209;Amazonas
2024;34.89;Coari;1301209;Amazonas
2007;259.05;Codajás;1301308;Amazonas
2008;1.37;Codajás;1301308;Amazonas
2009;1.26;Codajás;1301308;Amazonas
2010;1.11;Codajás;1301308;Amazonas
2011;0.81;Codajás;1301308;Amazonas
2012;0.55;Codajás;1301308;Amazonas
2013;1.07;Codajás;1301308;Amazonas
2014;3.08;Codajás;1301308;Amazonas
2015;0.96;Codajás;1301308;Amazonas
2016;1.07;Codajás;1301308;Amazonas
2017;1.4;Codajás;1301308;Amazonas
2018;1.91;Codajás;1301308;Amazonas
2019;2.46;Codajás;1301308;Amazonas
2020;1.26;Codajás;1301308;Amazonas
2021;1.42;Codajás;1301308;Amazonas
2022;1.91;Codajás;1301308;Amazonas
2023;3.08;Codajás;1301308;Amazonas
2024;3.95;Codajás;1301308;Amazonas
2007;347.85;Eirunepé;1301407;Amazonas
2008;3.11;Eirunepé;1301407;Amazonas
2009;1.66;Eirunepé;1301407;Amazonas
2010;5.4;Eirunepé;1301407;Amazonas
2011;3.32;Eirunepé;1301407;Amazonas
2012;0.89;Eirunepé;1301407;Amazonas
2013;1.42;Eirunepé;1301407;Amazonas
2014;3.07;Eirunepé;1301407;Amazonas
2015;0.15;Eirunepé;1301407;Amazonas
2016;1.72;Eirunepé;1301407;Amazonas
2017;2.83;Eirunepé;1301407;Amazonas
2018;3.91;Eirunepé;1301407;Amazonas
2019;3.39;Eirunepé;1301407;Amazonas
2020;2.89;Eirunepé;1301407;Amazonas
2021;6.07;Eirunepé;1301407;Amazonas
2022;6.59;Eirunepé;1301407;Amazonas
2023;3.8;Eirunepé;1301407;Amazonas
2024;2.77;Eirunepé;1301407;Amazonas
2007;229.31;Envira;1301506;Amazonas
2008;6.84;Envira;1301506;Amazonas
2009;5.8;Envira;1301506;Amazonas
2010;10.08;Envira;1301506;Amazonas
2011;7.06;Envira;1301506;Amazonas
2012;6.68;Envira;1301506;Amazonas
2013;5.39;Envira;1301506;Amazonas
2014;8.82;Envira;1301506;Amazonas
2015;5.09;Envira;1301506;Amazonas
2016;4.37;Envira;1301506;Amazonas
2017;4.63;Envira;1301506;Amazonas
2018;11.61;Envira;1301506;Amazonas
2019;13.06;Envira;1301506;Amazonas
2020;9.77;Envira;1301506;Amazonas
2021;13.59;Envira;1301506;Amazonas
2022;18.97;Envira;1301506;Amazonas
2023;9.14;Envira;1301506;Amazonas
2024;7.73;Envira;1301506;Amazonas
2007;94.71;Fonte Boa;1301605;Amazonas
2008;1.91;Fonte Boa;1301605;Amazonas
2009;0.7;Fonte Boa;1301605;Amazonas
2010;2.18;Fonte Boa;1301605;Amazonas
2011;0.96;Fonte Boa;1301605;Amazonas
2012;0.13;Fonte Boa;1301605;Amazonas
2013;0.18;Fonte Boa;1301605;Amazonas
2014;1.64;Fonte Boa;1301605;Amazonas
2015;0.72;Fonte Boa;1301605;Amazonas
2016;1.47;Fonte Boa;1301605;Amazonas
2017;0.43;Fonte Boa;1301605;Amazonas
2018;0.15;Fonte Boa;1301605;Amazonas
2019;0.65;Fonte Boa;1301605;Amazonas
2020;0.0;Fonte Boa;1301605;Amazonas
2021;0.6;Fonte Boa;1301605;Amazonas
2022;1.87;Fonte Boa;1301605;Amazonas
2023;0.83;Fonte Boa;1301605;Amazonas
2024;4.22;Fonte Boa;1301605;Amazonas
2007;438.89;Guajará;1301654;Amazonas
2008;3.46;Guajará;1301654;Amazonas
2009;2.0;Guajará;1301654;Amazonas
2010;7.89;Guajará;1301654;Amazonas
2011;6.53;Guajará;1301654;Amazonas
2012;4.94;Guajará;1301654;Amazonas
2013;3.05;Guajará;1301654;Amazonas
2014;1.19;Guajará;1301654;Amazonas
2015;4.46;Guajará;1301654;Amazonas
2016;5.76;Guajará;1301654;Amazonas
2017;4.84;Guajará;1301654;Amazonas
2018;11.79;Guajará;1301654;Amazonas
2019;18.93;Guajará;1301654;Amazonas
2020;20.64;Guajará;1301654;Amazonas
2021;24.76;Guajará;1301654;Amazonas
2022;34.56;Guajará;1301654;Amazonas
2023;17.02;Guajará;1301654;Amazonas
2024;12.11;Guajará;1301654;Amazonas
2007;664.36;Humaitá;1301704;Amazonas
2008;20.7;Humaitá;1301704;Amazonas
2009;5.2;Humaitá;1301704;Amazonas
2010;8.01;Humaitá;1301704;Amazonas
2011;11.0;Humaitá;1301704;Amazonas
2012;8.64;Humaitá;1301704;Amazonas
2013;10.69;Humaitá;1301704;Amazonas
2014;13.64;Humaitá;1301704;Amazonas
2015;9.11;Humaitá;1301704;Amazonas
2016;17.52;Humaitá;1301704;Amazonas
2017;34.56;Humaitá;1301704;Amazonas
2018;47.44;Humaitá;1301704;Amazonas
2019;89.22;Humaitá;1301704;Amazonas
2020;108.57;Humaitá;1301704;Amazonas
2021;197.77;Humaitá;1301704;Amazonas
2022;169.89;Humaitá;1301704;Amazonas
2023;85.2;Humaitá;1301704;Amazonas
2024;45.44;Humaitá;1301704;Amazonas
2007;203.72;Ipixuna;1301803;Amazonas
2008;5.27;Ipixuna;1301803;Amazonas
2009;0.75;Ipixuna;1301803;Amazonas
2010;4.48;Ipixuna;1301803;Amazonas
2011;2.33;Ipixuna;1301803;Amazonas
2012;6.34;Ipixuna;1301803;Amazonas
2013;6.46;Ipixuna;1301803;Amazonas
2014;1.15;Ipixuna;1301803;Amazonas
2015;4.26;Ipixuna;1301803;Amazonas
2016;4.76;Ipixuna;1301803;Amazonas
2017;2.25;Ipixuna;1301803;Amazonas
2018;7.29;Ipixuna;1301803;Amazonas
2019;7.74;Ipixuna;1301803;Amazonas
2020;8.12;Ipixuna;1301803;Amazonas
2021;12.02;Ipixuna;1301803;Amazonas
2022;18.1;Ipixuna;1301803;Amazonas
2023;8.02;Ipixuna;1301803;Amazonas
2024;5.83;Ipixuna;1301803;Amazonas
2007;467.04;Iranduba;1301852;Amazonas
2008;1.92;Iranduba;1301852;Amazonas
2009;7.5;Iranduba;1301852;Amazonas
2010;5.92;Iranduba;1301852;Amazonas
2011;2.82;Iranduba;1301852;Amazonas
2012;1.02;Iranduba;1301852;Amazonas
2013;2.26;Iranduba;1301852;Amazonas
2014;2.8;Iranduba;1301852;Amazonas
2015;3.67;Iranduba;1301852;Amazonas
2016;1.64;Iranduba;1301852;Amazonas
2017;2.02;Iranduba;1301852;Amazonas
2018;1.18;Iranduba;1301852;Amazonas
2019;0.79;Iranduba;1301852;Amazonas
2020;2.22;Iranduba;1301852;Amazonas
